original_2021,adjusted_2021,target_2025
5.0,5.0,5.0
4.7,4.82,5.0
4.75,4.86,4.86
4.9,4.97,5.0
4.93,5.0,5.0
4.9,4.97,5.0
4.5,4.69,5.0
5.0,5.0,5.0
4.47,4.64,5.0
5.0,5.0,5.0
4.67,4.8,5.0
4.86,4.93,5.0
4.9,4.97,5.0
4.5,4.69,5.0
4.86,4.93,5.0
4.82,4.9,5.0
5.0,5.0,5.0
4.9,4.97,5.0
5.0,5.0,5.0
4.5,4.69,4.93
4.86,4.93,5.0
4.83,4.91,5.0
4.91,5.0,4.77
4.84,4.92,5.0
5.0,5.0,5.0
3.0,4.17,5.0
4.63,4.76,4.5
4.88,4.95,4.89
4.59,4.74,4.8
4.76,4.86,5.0
4.95,5.0,5.0
4.82,4.9,5.0
4.68,4.81,4.59
4.85,4.92,4.8
5.0,5.0,5.0
4.9,4.97,5.0
4.85,4.92,4.11
4.11,4.5,5.0
5.0,5.0,4.2
4.6,4.75,5.0
4.89,4.96,5.0
5.0,5.0,4.92
5.0,5.0,5.0
4.75,4.86,4.95
4.78,4.87,5.0
5.0,5.0,5.0
5.0,5.0,5.0
0.0,4.0,4.0
5.0,5.0,4.82
4.77,4.86,5.0
4.91,5.0,5.0
5.0,5.0,4.73
4.62,4.75,5.0
4.53,4.71,5.0
4.86,4.93,4.71
4.88,4.95,4.94
5.0,5.0,5.0
4.56,4.72,4.82
5.0,5.0,5.0
5.0,5.0,5.0
5.0,5.0,5.0
5.0,5.0,5.0
4.79,4.88,5.0
4.8,4.89,4.5
4.96,5.0,5.0
4.68,4.81,5.0
5.0,5.0,5.0
4.9,4.97,5.0
4.97,5.0,5.0
0.0,4.0,5.0
5.0,5.0,4.91
4.94,5.0,5.0
0.0,4.0,5.0
4.53,4.71,5.0
4.97,5.0,5.0
4.83,4.91,5.0
4.81,4.89,5.0
4.38,4.6,5.0
5.0,5.0,5.0
4.95,5.0,4.66
5.0,5.0,4.0
4.54,4.71,5.0
4.8,4.89,4.91
4.75,4.86,5.0
5.0,5.0,4.82
5.0,5.0,4.67
4.69,4.81,4.8
5.0,5.0,5.0
4.65,4.77,5.0
4.57,4.73,5.0
5.0,5.0,5.0
4.86,4.93,5.0
4.69,4.81,4.67
5.0,5.0,4.76
4.95,5.0,4.37
5.0,5.0,4.83
4.9,4.97,5.0
4.74,4.84,5.0
4.86,4.93,5.0
4.97,5.0,4.6
4.93,5.0,5.0
4.76,4.86,5.0
5.0,5.0,5.0
4.87,4.94,4.67
4.58,4.74,4.75
5.0,5.0,4.5
4.5,4.69,4.58
5.0,5.0,5.0
4.86,4.93,4.83
4.88,4.95,5.0
4.0,4.5,5.0
4.95,5.0,5.0
5.0,5.0,4.0
4.86,4.93,5.0
4.94,5.0,5.0
4.57,4.73,4.8
4.5,4.69,5.0
5.0,5.0,5.0
5.0,5.0,4.22
4.98,5.0,5.0
5.0,5.0,5.0
4.88,4.95,5.0
4.83,4.91,4.67
4.33,4.58,4.98
5.0,5.0,5.0
4.92,5.0,5.0
5.0,5.0,4.86
4.73,4.83,4.67
4.76,4.86,4.88
4.9,4.97,5.0
5.0,5.0,5.0
4.73,4.83,4.6
5.0,5.0,5.0
5.0,5.0,5.0
4.96,5.0,4.94
4.67,4.8,4.75
5.0,5.0,5.0
5.0,5.0,4.8
4.75,4.86,4.92
5.0,5.0,5.0
4.9,4.97,5.0
0.0,4.0,4.73
4.63,4.76,4.57
4.93,5.0,5.0
4.83,4.91,5.0
4.77,4.86,5.0
5.0,5.0,5.0
5.0,5.0,5.0
5.0,5.0,4.5
5.0,5.0,5.0
4.89,4.96,5.0
4.75,4.86,5.0
5.0,5.0,5.0
4.33,4.58,5.0
5.0,5.0,5.0
5.0,5.0,5.0
4.86,4.93,5.0
1.0,4.0,4.67
4.64,4.77,5.0
4.84,4.92,4.67
5.0,5.0,4.78
4.0,4.5,5.0
5.0,5.0,4.83
4.95,5.0,5.0
5.0,5.0,5.0
5.0,5.0,5.0
5.0,5.0,4.29
0.0,4.0,5.0
4.93,5.0,4.94
4.55,4.71,4.8
4.88,4.95,5.0
4.8,4.89,5.0
4.82,4.9,5.0
4.41,4.61,4.17
4.89,4.96,1.0
4.89,4.96,5.0
4.6,4.75,5.0
5.0,5.0,5.0
4.93,5.0,5.0
5.0,5.0,5.0
4.5,4.69,4.75
4.48,4.65,5.0
5.0,5.0,4.88
4.77,4.86,5.0
4.87,4.94,5.0
5.0,5.0,5.0
4.9,4.97,5.0
5.0,5.0,4.88
4.63,4.76,4.0
4.67,4.8,5.0
4.88,4.95,5.0
4.79,4.88,5.0
4.79,4.88,4.89
5.0,5.0,5.0
4.53,4.71,5.0
5.0,5.0,5.0
5.0,5.0,5.0
0.0,4.0,4.75
4.89,4.96,5.0
5.0,5.0,4.86
4.95,5.0,5.0
4.67,4.8,4.83
4.84,4.92,5.0
5.0,5.0,5.0
5.0,5.0,5.0
4.96,5.0,5.0
5.0,5.0,5.0
4.75,4.86,4.82
4.89,4.96,4.43
5.0,5.0,4.5
5.0,5.0,5.0
0.0,4.0,5.0
5.0,5.0,5.0
4.75,4.86,4.88
4.59,4.74,4.75
4.88,4.95,5.0
5.0,5.0,5.0
4.18,4.5,4.9
4.61,4.75,4.83
5.0,5.0,4.89
4.5,4.69,5.0
4.95,5.0,5.0
4.7,4.82,4.83
4.75,4.86,4.0
5.0,5.0,4.71
4.73,4.83,4.93
4.67,4.8,5.0
5.0,5.0,5.0
4.61,4.75,5.0
4.96,5.0,5.0
4.89,4.96,4.83
4.0,4.5,5.0
5.0,5.0,5.0
5.0,5.0,4.67
4.67,4.8,5.0
4.95,5.0,5.0
5.0,5.0,5.0
4.17,4.5,5.0
5.0,5.0,5.0
4.71,4.83,5.0
4.7,4.82,4.67
5.0,5.0,5.0
4.0,4.5,4.1
4.69,4.81,5.0
5.0,5.0,4.5
4.0,4.5,5.0
5.0,5.0,5.0
4.57,4.73,5.0
4.5,4.69,4.91
4.89,4.96,5.0
3.0,4.17,4.74
4.82,4.9,5.0
4.84,4.92,5.0
4.66,4.78,4.96
4.91,5.0,3.0
5.0,5.0,3.67
5.0,5.0,5.0
3.75,4.31,5.0
5.0,5.0,5.0
5.0,5.0,5.0
4.92,5.0,5.0
0.0,4.0,5.0
4.81,4.89,5.0
5.0,5.0,4.91
5.0,5.0,5.0
4.91,5.0,4.83
4.0,4.5,5.0
4.93,5.0,5.0
5.0,5.0,5.0
4.83,4.91,4.75
4.5,4.69,5.0
4.95,5.0,5.0
4.64,4.77,4.69
5.0,5.0,4.9
4.8,4.89,5.0
4.92,5.0,5.0
4.67,4.8,4.5
5.0,5.0,4.8
0.0,4.0,5.0
5.0,5.0,4.88
4.91,5.0,4.67
5.0,5.0,4.0
5.0,5.0,4.89
4.56,4.72,4.8
4.87,4.94,5.0
4.88,4.95,4.71
4.7,4.82,5.0
4.74,4.84,4.83
4.86,4.93,5.0
4.75,4.86,4.65
5.0,5.0,5.0
5.0,5.0,5.0
4.62,4.75,5.0
4.89,4.96,3.0
4.57,4.73,5.0
5.0,5.0,4.67
5.0,5.0,4.0
4.84,4.92,5.0
4.88,4.95,4.5
5.0,5.0,5.0
4.0,4.5,5.0
5.0,5.0,5.0
4.8,4.89,5.0
5.0,5.0,4.83
4.71,4.83,5.0
5.0,5.0,5.0
4.79,4.88,5.0
0.0,4.0,5.0
4.77,4.86,5.0
4.3,4.55,5.0
5.0,5.0,5.0
4.88,4.95,5.0
5.0,5.0,5.0
4.66,4.78,5.0
5.0,5.0,4.67
4.83,4.91,5.0
5.0,5.0,4.5
5.0,5.0,4.8
5.0,5.0,5.0
4.64,4.77,5.0
4.3,4.55,4.64
5.0,5.0,5.0
4.6,4.75,5.0
4.63,4.76,5.0
4.5,4.69,5.0
4.25,4.52,4.91
4.29,4.54,5.0
4.92,5.0,4.6
4.66,4.78,4.75
5.0,5.0,5.0
4.95,5.0,5.0
4.5,4.69,4.82
5.0,5.0,5.0
4.85,4.92,4.0
0.0,4.0,5.0
5.0,5.0,5.0
4.89,4.96,4.67
4.83,4.91,4.33
5.0,5.0,4.67
4.88,4.95,4.0
4.87,4.94,5.0
5.0,5.0,5.0
4.5,4.69,4.88
4.79,4.88,4.66
4.86,4.93,4.5
5.0,5.0,5.0
4.83,4.91,4.8
5.0,5.0,5.0
5.0,5.0,5.0
4.67,4.8,5.0
4.67,4.8,5.0
4.61,4.75,5.0
5.0,5.0,4.88
5.0,5.0,5.0
4.81,4.89,4.75
5.0,5.0,5.0
5.0,5.0,5.0
4.78,4.87,5.0
5.0,5.0,5.0
5.0,5.0,4.76
4.86,4.93,5.0
5.0,5.0,5.0
4.5,4.69,4.67
4.73,4.83,4.67
4.74,4.84,5.0
4.8,4.89,4.89
4.67,4.8,4.75
4.83,4.91,4.0
4.96,5.0,4.71
4.95,5.0,4.33
4.92,5.0,4.29
5.0,5.0,5.0
4.92,5.0,4.43
4.64,4.77,4.67
4.45,4.64,4.67
4.96,5.0,5.0
4.58,4.74,4.75
4.8,4.89,5.0
4.75,4.86,4.8
5.0,5.0,5.0
4.57,4.73,4.67
4.33,4.58,5.0
5.0,5.0,5.0
5.0,5.0,4.78
4.17,4.5,5.0
4.73,4.83,4.67
4.7,4.82,5.0
4.9,4.97,5.0
4.6,4.75,5.0
4.33,4.58,5.0
4.82,4.9,5.0
5.0,5.0,5.0
5.0,5.0,5.0
5.0,5.0,5.0
4.92,5.0,4.96
4.95,5.0,5.0
5.0,5.0,5.0
4.32,4.55,5.0
4.8,4.89,5.0
4.75,4.86,4.8
4.0,4.5,5.0
5.0,5.0,5.0
4.25,4.52,4.0
4.89,4.96,4.38
4.92,5.0,4.75
4.75,4.86,5.0
0.0,4.0,5.0
4.77,4.86,5.0
5.0,5.0,5.0
4.64,4.77,4.71
4.78,4.87,4.5
5.0,5.0,5.0
4.64,4.77,4.86
4.88,4.95,5.0
4.8,4.89,4.4
4.84,4.92,5.0
5.0,5.0,5.0
4.67,4.8,5.0
4.67,4.8,4.8
4.79,4.88,4.4
4.82,4.9,4.86
4.89,4.96,5.0
4.37,4.59,5.0
4.86,4.93,5.0
5.0,5.0,4.0
4.58,4.74,5.0
4.33,4.58,5.0
4.61,4.75,4.81
5.0,5.0,5.0
4.67,4.8,4.46
5.0,5.0,5.0
0.0,4.0,4.38
5.0,5.0,4.83
4.36,4.58,5.0
5.0,5.0,5.0
4.1,4.5,4.88
4.67,4.8,5.0
4.73,4.83,5.0
4.8,4.89,5.0
4.75,4.86,5.0
4.86,4.93,5.0
4.92,5.0,5.0
4.91,5.0,3.67
5.0,5.0,4.36
5.0,5.0,4.63
4.67,4.8,4.67
4.2,4.5,2.0
4.89,4.96,4.83
4.89,4.96,5.0
4.88,4.95,4.83
4.75,4.86,5.0
4.66,4.78,5.0
4.76,4.86,5.0
5.0,5.0,5.0
4.85,4.92,5.0
4.85,4.92,4.5
4.83,4.91,5.0
4.47,4.64,4.8
4.8,4.89,5.0
5.0,5.0,4.67
4.97,5.0,3.0
4.31,4.55,5.0
5.0,5.0,5.0
4.91,5.0,4.8
5.0,5.0,4.86
4.8,4.89,4.4
4.6,4.75,5.0
0.0,4.0,4.94
4.75,4.86,5.0
4.89,4.96,5.0
5.0,5.0,5.0
4.89,4.96,5.0
5.0,5.0,5.0
4.8,4.89,5.0
5.0,5.0,4.0
4.92,5.0,4.77
4.5,4.69,5.0
4.83,4.91,5.0
4.94,5.0,4.67
4.25,4.52,5.0
4.93,5.0,4.67
4.75,4.86,4.73
0.0,4.0,4.75
4.88,4.95,5.0
4.86,4.93,4.78
4.63,4.76,5.0
5.0,5.0,4.5
5.0,5.0,5.0
3.67,4.29,5.0
5.0,5.0,4.67
5.0,5.0,5.0
4.86,4.93,5.0
5.0,5.0,5.0
4.78,4.87,5.0
5.0,5.0,4.83
4.85,4.92,5.0
4.99,5.0,5.0
4.33,4.58,4.75
4.5,4.69,5.0
4.78,4.87,5.0
4.79,4.88,4.75
4.57,4.73,4.0
0.0,4.0,4.5
5.0,5.0,5.0
5.0,5.0,4.5
4.27,4.53,4.0
4.93,5.0,4.33
5.0,5.0,5.0
4.89,4.96,4.5
5.0,5.0,5.0
5.0,5.0,5.0
4.67,4.8,5.0
4.26,4.52,4.0
3.71,4.3,5.0
5.0,5.0,5.0
5.0,5.0,5.0
4.57,4.73,5.0
0.0,4.0,5.0
4.57,4.73,5.0
4.8,4.89,5.0
5.0,5.0,5.0
5.0,5.0,5.0
4.89,4.96,5.0
4.17,4.5,5.0
5.0,5.0,5.0
0.0,4.0,4.75
5.0,5.0,5.0
5.0,5.0,4.0
5.0,5.0,4.0
5.0,5.0,5.0
5.0,5.0,5.0
5.0,5.0,5.0
5.0,5.0,5.0
4.67,4.8,4.8
5.0,5.0,5.0
5.0,5.0,5.0
5.0,5.0,5.0
5.0,5.0,5.0
4.86,4.93,5.0
4.94,5.0,5.0
4.5,4.69,5.0
5.0,5.0,5.0
4.82,4.9,5.0
5.0,5.0,5.0
4.97,5.0,5.0
5.0,5.0,5.0
5.0,5.0,5.0
5.0,5.0,4.75
4.57,4.73,5.0
0.0,4.0,5.0
4.9,4.97,5.0
5.0,5.0,5.0
5.0,5.0,5.0
5.0,5.0,5.0
4.67,4.8,5.0
3.0,4.17,5.0
4.55,4.71,5.0
3.5,4.25,5.0
4.0,4.5,5.0
5.0,5.0,4.8
5.0,5.0,5.0
5.0,5.0,5.0
5.0,5.0,5.0
4.56,4.72,5.0
4.64,4.77,5.0
4.91,5.0,5.0
4.9,4.97,5.0
4.89,4.96,5.0
4.87,4.94,5.0
5.0,5.0,5.0
4.93,5.0,1.0
4.62,4.75,4.67
5.0,5.0,4.43
4.9,4.97,5.0
4.0,4.5,5.0
4.71,4.83,5.0
4.73,4.83,4.7
4.88,4.95,5.0
5.0,5.0,5.0
5.0,5.0,5.0
4.95,5.0,5.0
4.96,5.0,5.0
5.0,5.0,4.93
4.91,5.0,4.8
5.0,5.0,5.0
4.94,5.0,5.0
3.0,4.17,5.0
4.8,4.89,5.0
4.75,4.86,4.33
4.56,4.72,4.5
5.0,5.0,5.0
4.59,4.74,4.0
4.72,4.83,4.38
5.0,5.0,5.0
4.89,4.96,5.0
4.78,4.87,5.0
4.89,4.96,5.0
4.92,5.0,5.0
5.0,5.0,5.0
4.0,4.5,5.0
4.91,5.0,5.0
4.92,5.0,5.0
0.0,4.0,5.0
4.0,4.5,5.0
4.96,5.0,5.0
4.0,4.5,4.0
4.38,4.6,5.0
4.88,4.95,5.0
4.83,4.91,4.86
4.33,4.58,5.0
4.93,5.0,5.0
4.91,5.0,4.8
4.85,4.92,5.0
4.5,4.69,4.92
4.55,4.71,4.86
4.59,4.74,4.75
5.0,5.0,4.33
4.88,4.95,5.0
4.72,4.83,5.0
4.3,4.55,5.0
4.17,4.5,5.0
4.98,5.0,5.0
4.43,4.63,5.0
4.81,4.89,4.9
4.11,4.5,5.0
4.84,4.92,5.0
5.0,5.0,4.6
5.0,5.0,4.09
5.0,5.0,5.0
5.0,5.0,5.0
4.5,4.69,4.88
4.6,4.75,4.44
4.67,4.8,4.92
5.0,5.0,4.71
4.91,5.0,4.0
4.67,4.8,4.0
4.5,4.69,5.0
5.0,5.0,5.0
5.0,5.0,3.0
4.14,4.5,4.0
4.71,4.83,4.67
4.82,4.9,5.0
4.92,5.0,5.0
4.7,4.82,5.0
5.0,5.0,4.5
4.69,4.81,5.0
4.52,4.7,5.0
4.94,5.0,4.78
4.83,4.91,5.0
4.0,4.5,5.0
4.92,5.0,5.0
4.83,4.91,5.0
0.0,4.0,4.75
4.97,5.0,5.0
4.33,4.58,4.86
4.57,4.73,5.0
5.0,5.0,5.0
5.0,5.0,4.75
4.85,4.92,5.0
4.69,4.81,4.88
4.5,4.69,5.0
4.96,5.0,5.0
5.0,5.0,4.31
4.83,4.91,5.0
5.0,5.0,5.0
5.0,5.0,4.86
4.86,4.93,5.0
4.96,5.0,5.0
4.93,5.0,5.0
4.76,4.86,5.0
4.91,5.0,5.0
3.8,4.32,4.59
5.0,5.0,4.52
4.42,4.62,5.0
4.49,4.65,5.0
4.15,4.5,5.0
4.16,4.5,4.33
4.9,4.97,4.67
4.69,4.81,5.0
4.71,4.83,4.83
4.71,4.83,5.0
5.0,5.0,5.0
4.95,5.0,5.0
5.0,5.0,5.0
4.94,5.0,5.0
4.5,4.69,5.0
5.0,5.0,4.8
5.0,5.0,5.0
4.2,4.5,5.0
5.0,5.0,5.0
4.96,5.0,5.0
5.0,5.0,4.5
4.81,4.89,5.0
4.0,4.5,5.0
5.0,5.0,5.0
4.5,4.69,4.67
4.71,4.83,5.0
5.0,5.0,5.0
5.0,5.0,5.0
4.83,4.91,5.0
5.0,5.0,4.0
5.0,5.0,5.0
4.88,4.95,5.0
4.82,4.9,5.0
4.7,4.82,5.0
5.0,5.0,5.0
4.91,5.0,5.0
4.58,4.74,5.0
4.96,5.0,5.0
4.5,4.69,5.0
5.0,5.0,5.0
4.86,4.93,5.0
4.83,4.91,4.5
5.0,5.0,5.0
4.74,4.84,5.0
4.81,4.89,5.0
4.89,4.96,5.0
4.86,4.93,5.0
5.0,5.0,5.0
5.0,5.0,4.55
5.0,5.0,4.31
4.28,4.53,5.0
3.0,4.17,5.0
4.85,4.92,5.0
4.57,4.73,5.0
4.83,4.91,3.0
5.0,5.0,5.0
5.0,5.0,5.0
5.0,5.0,3.9
4.56,4.72,5.0
4.9,4.97,5.0
4.78,4.87,5.0
4.57,4.73,5.0
5.0,5.0,5.0
4.79,4.88,5.0
5.0,5.0,5.0
5.0,5.0,5.0
4.85,4.92,5.0
4.0,4.5,5.0
5.0,5.0,5.0
5.0,5.0,5.0
5.0,5.0,4.0
4.6,4.75,3.0
4.78,4.87,5.0
4.38,4.6,4.6
5.0,5.0,4.38
4.67,4.8,5.0
4.85,4.92,2.0
4.71,4.83,2.67
5.0,5.0,5.0
4.82,4.9,4.63
4.7,4.82,5.0
5.0,5.0,4.65
5.0,5.0,4.83
4.73,4.83,4.77
5.0,5.0,5.0
4.97,5.0,5.0
4.96,5.0,5.0
5.0,5.0,4.33
5.0,5.0,5.0
4.75,4.86,4.86
3.0,4.17,5.0
4.67,4.8,5.0
5.0,5.0,5.0
4.85,4.92,5.0
4.89,4.96,5.0
4.87,4.94,5.0
5.0,5.0,5.0
5.0,5.0,5.0
4.74,4.84,5.0
4.75,4.86,5.0
4.61,4.75,4.67
4.97,5.0,5.0
4.54,4.71,5.0
5.0,5.0,5.0
5.0,5.0,4.86
4.54,4.71,5.0
4.71,4.83,5.0
4.58,4.74,5.0
5.0,5.0,5.0
4.73,4.83,5.0
4.94,5.0,5.0
4.6,4.75,5.0
4.64,4.77,5.0
4.92,5.0,5.0
4.7,4.82,5.0
4.69,4.81,5.0
4.5,4.69,5.0
5.0,5.0,5.0
4.75,4.86,5.0
5.0,5.0,4.29
5.0,5.0,5.0
4.8,4.89,4.61
4.94,5.0,5.0
4.71,4.83,4.67
5.0,5.0,4.67
4.88,4.95,5.0
4.75,4.86,5.0
4.87,4.94,5.0
4.67,4.8,4.71
4.77,4.86,5.0
4.0,4.5,4.75
4.77,4.86,5.0
5.0,5.0,5.0
4.8,4.89,5.0
4.72,4.83,5.0
5.0,5.0,3.0
4.71,4.83,5.0
4.43,4.63,5.0
4.9,4.97,5.0
4.5,4.69,5.0
5.0,5.0,4.83
4.93,5.0,5.0
4.68,4.81,5.0
4.25,4.52,5.0
5.0,5.0,5.0
5.0,5.0,5.0
5.0,5.0,5.0
4.84,4.92,5.0
5.0,5.0,4.0
5.0,5.0,5.0
4.33,4.58,5.0
5.0,5.0,5.0
4.6,4.75,4.67
5.0,5.0,5.0
4.81,4.89,4.5
4.8,4.89,5.0
4.55,4.71,4.67
0.0,4.0,5.0
5.0,5.0,5.0
5.0,5.0,5.0
4.0,4.5,4.75
5.0,5.0,5.0
4.5,4.69,4.5
4.86,4.93,5.0
4.55,4.71,4.6
5.0,5.0,4.67
5.0,5.0,4.6
5.0,5.0,4.66
5.0,5.0,5.0
4.75,4.86,5.0
4.57,4.73,5.0
4.92,5.0,5.0
4.0,4.5,5.0
4.8,4.89,4.31
4.79,4.88,4.8
5.0,5.0,4.55
4.45,4.64,5.0
5.0,5.0,5.0
5.0,5.0,5.0
5.0,5.0,5.0
5.0,5.0,5.0
4.3,4.55,5.0
4.6,4.75,5.0
4.5,4.69,4.0
4.63,4.76,5.0
5.0,5.0,5.0
4.73,4.83,5.0
5.0,5.0,5.0
4.2,4.5,5.0
5.0,5.0,4.93
4.91,5.0,4.77
4.89,4.96,4.7
5.0,5.0,4.63
4.88,4.95,5.0
4.96,5.0,4.4
4.89,4.96,4.17
4.88,4.95,5.0
4.89,4.96,5.0
5.0,5.0,5.0
4.88,4.95,5.0
4.4,4.61,5.0
4.94,5.0,5.0
4.8,4.89,5.0
5.0,5.0,5.0
5.0,5.0,5.0
4.87,4.94,5.0
4.9,4.97,5.0
5.0,5.0,5.0
4.86,4.93,4.33
5.0,5.0,4.75
5.0,5.0,5.0
4.82,4.9,4.5
4.89,4.96,4.5
4.75,4.86,4.83
4.5,4.69,5.0
5.0,5.0,5.0
4.76,4.86,5.0
4.93,5.0,5.0
4.0,4.5,5.0
4.46,4.64,4.36
4.82,4.9,5.0
5.0,5.0,4.0
4.79,4.88,4.5
3.6,4.25,5.0
4.93,5.0,4.8
4.8,4.89,5.0
5.0,5.0,4.73
4.4,4.61,5.0
5.0,5.0,4.5
0.0,4.0,5.0
4.94,5.0,5.0
5.0,5.0,5.0
4.99,5.0,5.0
4.8,4.89,4.67
4.67,4.8,5.0
4.85,4.92,5.0
5.0,5.0,4.5
3.78,4.31,4.64
4.29,4.54,5.0
4.91,5.0,4.25
4.85,4.92,5.0
4.68,4.81,4.33
4.97,5.0,5.0
4.91,5.0,5.0
4.92,5.0,5.0
5.0,5.0,5.0
4.8,4.89,5.0
4.43,4.63,4.75
5.0,5.0,5.0
4.72,4.83,3.67
4.82,4.9,5.0
5.0,5.0,5.0
4.67,4.8,5.0
4.29,4.54,5.0
4.81,4.89,5.0
4.89,4.96,5.0
4.91,5.0,5.0
4.67,4.8,5.0
4.83,4.91,5.0
4.88,4.95,5.0
4.86,4.93,4.67
4.94,5.0,4.33
4.4,4.61,5.0
4.75,4.86,5.0
5.0,5.0,5.0
4.97,5.0,5.0
4.88,4.95,5.0
4.5,4.69,5.0
4.89,4.96,5.0
4.89,4.96,5.0
4.97,5.0,5.0
5.0,5.0,4.75
4.91,5.0,5.0
4.67,4.8,5.0
5.0,5.0,4.33
5.0,5.0,5.0
4.8,4.89,5.0
3.67,4.29,5.0
3.67,4.29,5.0
4.95,5.0,5.0
5.0,5.0,5.0
4.94,5.0,5.0
5.0,5.0,5.0
4.93,5.0,5.0
5.0,5.0,5.0
4.67,4.8,5.0
5.0,5.0,5.0
5.0,5.0,5.0
4.5,4.69,5.0
5.0,5.0,4.1
5.0,5.0,5.0
5.0,5.0,4.0
4.8,4.89,5.0
4.85,4.92,5.0
5.0,5.0,5.0
4.92,5.0,4.75
4.83,4.91,5.0
4.43,4.63,4.67
4.85,4.92,5.0
4.88,4.95,5.0
4.0,4.5,5.0
5.0,5.0,4.5
4.25,4.52,5.0
5.0,5.0,5.0
4.83,4.91,5.0
5.0,5.0,4.11
4.92,5.0,4.0
5.0,5.0,5.0
4.87,4.94,5.0
5.0,5.0,4.5
5.0,5.0,5.0
4.22,4.5,5.0
4.81,4.89,5.0
4.83,4.91,5.0
4.87,4.94,5.0
5.0,5.0,5.0
4.98,5.0,5.0
5.0,5.0,5.0
4.87,4.94,5.0
4.87,4.94,4.5
5.0,5.0,5.0
4.67,4.8,4.5
4.78,4.87,5.0
5.0,5.0,5.0
4.92,5.0,4.5
5.0,5.0,5.0
5.0,5.0,4.78
4.91,5.0,4.0
4.86,4.93,4.5
4.78,4.87,2.0
5.0,5.0,5.0
4.94,5.0,4.79
4.96,5.0,5.0
4.96,5.0,4.0
4.88,4.95,5.0
4.93,5.0,5.0
4.89,4.96,5.0
4.95,5.0,4.0
4.64,4.77,5.0
5.0,5.0,5.0
4.92,5.0,5.0
4.91,5.0,4.25
4.73,4.83,5.0
4.63,4.76,5.0
4.8,4.89,5.0
4.98,5.0,5.0
4.0,4.5,5.0
4.88,4.95,5.0
4.84,4.92,5.0
4.67,4.8,5.0
4.86,4.93,4.5
5.0,5.0,5.0
5.0,5.0,4.77
4.57,4.73,4.0
5.0,5.0,5.0
5.0,5.0,5.0
5.0,5.0,4.4
5.0,5.0,4.83
4.79,4.88,5.0
4.75,4.86,5.0
4.86,4.93,5.0
5.0,5.0,5.0
4.78,4.87,5.0
4.91,5.0,5.0
5.0,5.0,5.0
5.0,5.0,5.0
4.58,4.74,5.0
5.0,5.0,5.0
4.79,4.88,5.0
5.0,5.0,4.5
4.9,4.97,5.0
4.34,4.58,5.0
4.96,5.0,4.85
4.8,4.89,4.78
4.93,5.0,4.8
4.81,4.89,4.9
0.0,4.0,4.84
4.88,4.95,5.0
4.92,5.0,4.57
4.82,4.9,2.0
5.0,5.0,5.0
4.94,5.0,5.0
4.94,5.0,5.0
5.0,5.0,5.0
4.94,5.0,5.0
4.67,4.8,5.0
4.86,4.93,5.0
4.7,4.82,5.0
5.0,5.0,5.0
4.9,4.97,5.0
4.0,4.5,5.0
5.0,5.0,5.0
5.0,5.0,5.0
5.0,5.0,4.0
4.8,4.89,5.0
5.0,5.0,5.0
4.85,4.92,4.0
4.17,4.5,5.0
4.93,5.0,5.0
4.95,5.0,5.0
5.0,5.0,5.0
4.94,5.0,5.0
5.0,5.0,4.33
5.0,5.0,5.0
4.6,4.75,5.0
5.0,5.0,2.0
4.65,4.77,5.0
4.56,4.72,5.0
5.0,5.0,4.83
4.67,4.8,5.0
4.64,4.77,5.0
4.57,4.73,4.67
3.5,4.25,5.0
5.0,5.0,5.0
0.0,4.0,4.75
4.5,4.69,4.0
5.0,5.0,4.0
4.56,4.72,5.0
4.95,5.0,4.75
5.0,5.0,4.5
4.71,4.83,3.75
4.77,4.86,4.43
5.0,5.0,5.0
4.99,5.0,4.4
4.93,5.0,5.0
4.67,4.8,5.0
4.82,4.9,5.0
5.0,5.0,5.0
4.79,4.88,5.0
4.83,4.91,5.0
4.89,4.96,5.0
4.9,4.97,4.28
5.0,5.0,4.51
4.93,5.0,4.36
0.0,4.0,5.0
5.0,5.0,5.0
4.91,5.0,4.29
4.78,4.87,5.0
4.93,5.0,4.6
5.0,5.0,4.82
4.76,4.86,5.0
5.0,5.0,3.8
4.9,4.97,4.8
5.0,5.0,5.0
4.91,5.0,5.0
4.86,4.93,4.75
4.97,5.0,5.0
4.8,4.89,5.0
5.0,5.0,4.5
5.0,5.0,5.0
5.0,5.0,4.59
5.0,5.0,5.0
5.0,5.0,5.0
4.0,4.5,5.0
4.85,4.92,5.0
4.88,4.95,4.5
4.75,4.86,4.33
4.84,4.92,5.0
4.89,4.96,5.0
5.0,5.0,5.0
4.92,5.0,5.0
4.88,4.95,5.0
4.8,4.89,5.0
5.0,5.0,5.0
5.0,5.0,4.4
3.0,4.17,5.0
5.0,5.0,5.0
4.89,4.96,5.0
4.94,5.0,5.0
5.0,5.0,5.0
4.5,4.69,5.0
5.0,5.0,5.0
4.91,5.0,5.0
4.75,4.86,5.0
5.0,5.0,5.0
4.5,4.69,5.0
4.82,4.9,5.0
4.91,5.0,5.0
5.0,5.0,5.0
4.57,4.73,4.5
4.5,4.69,3.4
4.83,4.91,5.0
5.0,5.0,5.0
4.83,4.91,5.0
4.94,5.0,5.0
4.88,4.95,5.0
4.84,4.92,5.0
4.97,5.0,5.0
4.87,4.94,5.0
4.97,5.0,5.0
4.29,4.54,5.0
4.9,4.97,5.0
4.93,5.0,5.0
4.8,4.89,5.0
